"P(i,k)",Value
"Row(_1=21, _2=41)",7058904
"Row(_1=21, _2=42)",2578801
"Row(_1=21, _2=43)",597449
"Row(_1=21, _2=44)",-998464
"Row(_1=21, _2=45)",2164138
"Row(_1=21, _2=46)",2778147
"Row(_1=21, _2=47)",13381662
"Row(_1=21, _2=48)",1474369
"Row(_1=21, _2=49)",3749018
"Row(_1=21, _2=50)",-1982821
"Row(_1=21, _2=51)",-5866502
"Row(_1=21, _2=52)",-376915
"Row(_1=21, _2=53)",878493
"Row(_1=21, _2=54)",-998014
"Row(_1=21, _2=55)",2703786
"Row(_1=21, _2=56)",-1782455
"Row(_1=21, _2=57)",4895598
"Row(_1=21, _2=58)",-13544574
"Row(_1=21, _2=59)",-7746828
"Row(_1=21, _2=60)",-7084833
"Row(_1=21, _2=61)",1801655
"Row(_1=21, _2=62)",-3392222
"Row(_1=21, _2=63)",-10037267
"Row(_1=21, _2=64)",-7052311
"Row(_1=21, _2=65)",-470254
"Row(_1=21, _2=66)",-1337007
"Row(_1=21, _2=67)",88887
"Row(_1=21, _2=68)",11987358
"Row(_1=21, _2=69)",-1278247
"Row(_1=21, _2=70)",8728408
"Row(_1=21, _2=71)",-2166102
"Row(_1=21, _2=72)",-923798
"Row(_1=21, _2=73)",-17430233
"Row(_1=21, _2=74)",-232800
"Row(_1=21, _2=75)",-603553
"Row(_1=21, _2=76)",1225606
"Row(_1=21, _2=77)",-5463754
"Row(_1=21, _2=78)",737315
"Row(_1=21, _2=79)",2216705
"Row(_1=21, _2=80)",-2547648
"Row(_1=21, _2=81)",-6160231
"Row(_1=21, _2=82)",9379574
"Row(_1=21, _2=83)",7295175
"Row(_1=21, _2=84)",4605916
"Row(_1=21, _2=85)",-253009
"Row(_1=21, _2=86)",-2331472
"Row(_1=21, _2=87)",4421249
"Row(_1=21, _2=88)",3701203
"Row(_1=21, _2=89)",13123954
"Row(_1=21, _2=90)",3891349
"Row(_1=21, _2=91)",3352565
"Row(_1=21, _2=92)",1619661
"Row(_1=21, _2=93)",1595592
"Row(_1=21, _2=94)",286856
"Row(_1=21, _2=95)",-4508285
"Row(_1=21, _2=96)",-4521773
"Row(_1=21, _2=97)",-1401651
"Row(_1=21, _2=98)",-2035837
"Row(_1=21, _2=99)",3487333
"Row(_1=21, _2=100)",2621831
"Row(_1=21, _2=101)",1732819
"Row(_1=21, _2=102)",2985143
"Row(_1=21, _2=103)",-160250
"Row(_1=21, _2=104)",-5679362
"Row(_1=21, _2=105)",-951922
"Row(_1=21, _2=106)",2938725
"Row(_1=21, _2=107)",9363000
"Row(_1=21, _2=108)",-4913938
"Row(_1=21, _2=109)",-7293903
"Row(_1=21, _2=110)",-277095
"Row(_1=21, _2=111)",-2203768
"Row(_1=21, _2=112)",-7299853
"Row(_1=21, _2=113)",-3938442
"Row(_1=21, _2=114)",-10185062
"Row(_1=21, _2=115)",296419
"Row(_1=21, _2=116)",2553665
"Row(_1=21, _2=117)",-2448803
"Row(_1=21, _2=118)",-93131
"Row(_1=21, _2=119)",-465638
"Row(_1=21, _2=120)",-2291575
"Row(_1=21, _2=121)",-1589989
"Row(_1=21, _2=122)",864474
"Row(_1=21, _2=123)",905859
"Row(_1=21, _2=124)",-5969821
"Row(_1=21, _2=125)",-61941
"Row(_1=21, _2=126)",-3010240
"Row(_1=21, _2=127)",-5932828
"Row(_1=22, _2=0)",-2604113
"Row(_1=22, _2=1)",-4516790
"Row(_1=22, _2=2)",9395796
"Row(_1=22, _2=3)",6210966
"Row(_1=22, _2=4)",5484330
"Row(_1=22, _2=5)",2816851
"Row(_1=22, _2=6)",-3454230
"Row(_1=22, _2=7)",-356742
"Row(_1=22, _2=8)",7755718
"Row(_1=22, _2=9)",-2419844
"Row(_1=22, _2=10)",-5867091
"Row(_1=22, _2=11)",8134343
"Row(_1=22, _2=12)",642429
"Row(_1=22, _2=13)",2667521
"Row(_1=22, _2=14)",-7346346
"Row(_1=22, _2=15)",-2913115
"Row(_1=22, _2=16)",1021915
"Row(_1=22, _2=17)",632602
"Row(_1=22, _2=18)",16005560
"Row(_1=22, _2=19)",1437278
"Row(_1=22, _2=20)",10986921
"Row(_1=22, _2=21)",-9265286
"Row(_1=22, _2=22)",5828431
"Row(_1=22, _2=23)",1097514
"Row(_1=22, _2=24)",3000317
"Row(_1=22, _2=25)",5122904
"Row(_1=22, _2=26)",3634116
"Row(_1=22, _2=27)",-3096837
"Row(_1=22, _2=28)",2677288
"Row(_1=22, _2=29)",-729366
"Row(_1=22, _2=30)",-3603320
"Row(_1=22, _2=31)",7662211
"Row(_1=22, _2=32)",-2912833
"Row(_1=22, _2=33)",6688676
"Row(_1=22, _2=34)",-6892617
"Row(_1=22, _2=35)",8952877
"Row(_1=22, _2=36)",-453290
"Row(_1=22, _2=37)",-907577
"Row(_1=22, _2=38)",8931627
"Row(_1=22, _2=39)",41170
"Row(_1=22, _2=40)",-4770071
"Row(_1=22, _2=41)",1022004
"Row(_1=22, _2=42)",-2624643
"Row(_1=22, _2=43)",3013307
"Row(_1=22, _2=44)",6527923
"Row(_1=22, _2=45)",2534602
"Row(_1=22, _2=46)",9045664
"Row(_1=22, _2=47)",7957618
"Row(_1=22, _2=48)",-10092890
"Row(_1=22, _2=49)",-5852814
"Row(_1=22, _2=50)",-6041113
"Row(_1=22, _2=51)",-3174666
"Row(_1=22, _2=52)",-4705133
"Row(_1=22, _2=53)",-2642359
"Row(_1=22, _2=54)",-5515053
"Row(_1=22, _2=55)",-481536
"Row(_1=22, _2=56)",2702384
"Row(_1=22, _2=57)",-15038913
"Row(_1=22, _2=58)",-5872423
"Row(_1=22, _2=59)",1129145
"Row(_1=22, _2=60)",-3405797
"Row(_1=22, _2=61)",-7417998
"Row(_1=22, _2=62)",631112
"Row(_1=22, _2=63)",470405
"Row(_1=22, _2=64)",-7017083
"Row(_1=22, _2=65)",-6559456
"Row(_1=22, _2=66)",-3619384
"Row(_1=22, _2=67)",7406172
"Row(_1=22, _2=68)",2810548
"Row(_1=22, _2=69)",3021349
"Row(_1=22, _2=70)",2467564
"Row(_1=22, _2=71)",-2918413
"Row(_1=22, _2=72)",13668887
"Row(_1=22, _2=73)",2556739
"Row(_1=22, _2=74)",-1121873
"Row(_1=22, _2=75)",3647098
"Row(_1=22, _2=76)",-2075141
"Row(_1=22, _2=77)",-8516098
"Row(_1=22, _2=78)",-10223920
"Row(_1=22, _2=79)",8876461
"Row(_1=22, _2=80)",5586768
"Row(_1=22, _2=81)",8915903
"Row(_1=22, _2=82)",-342724
"Row(_1=22, _2=83)",4627080
"Row(_1=22, _2=84)",802916
"Row(_1=22, _2=85)",-2210107
"Row(_1=22, _2=86)",15277208
"Row(_1=22, _2=87)",487884
"Row(_1=22, _2=88)",-8499442
"Row(_1=22, _2=89)",5329025
"Row(_1=22, _2=90)",-10127403
"Row(_1=22, _2=91)",-2407569
"Row(_1=22, _2=92)",5272242
"Row(_1=22, _2=93)",5217722
"Row(_1=22, _2=94)",4418983
"Row(_1=22, _2=95)",3116517
"Row(_1=22, _2=96)",1196684
"Row(_1=22, _2=97)",7470044
"Row(_1=22, _2=98)",-6715285
"Row(_1=22, _2=99)",-1141943
"Row(_1=22, _2=100)",-6174655
"Row(_1=22, _2=101)",6490492
"Row(_1=22, _2=102)",-3373076
"Row(_1=22, _2=103)",1991115
"Row(_1=22, _2=104)",3548488
"Row(_1=22, _2=105)",13945762
"Row(_1=22, _2=106)",-2261444
"Row(_1=22, _2=107)",701602
"Row(_1=22, _2=108)",-3347768
"Row(_1=22, _2=109)",-5890522
"Row(_1=22, _2=110)",-2965004
"Row(_1=22, _2=111)",1472798
"Row(_1=22, _2=112)",3649889
"Row(_1=22, _2=113)",6334321
"Row(_1=22, _2=114)",-7211594
"Row(_1=22, _2=115)",4422885
"Row(_1=22, _2=116)",1069795
"Row(_1=22, _2=117)",8902352
"Row(_1=22, _2=118)",-6910357
"Row(_1=22, _2=119)",3990613
"Row(_1=22, _2=120)",-2337416
"Row(_1=22, _2=121)",918926
"Row(_1=22, _2=122)",-9563909
"Row(_1=22, _2=123)",1600335
"Row(_1=22, _2=124)",6400456
"Row(_1=22, _2=125)",1088082
"Row(_1=22, _2=126)",849577
"Row(_1=22, _2=127)",1618957
"Row(_1=23, _2=0)",4559562
"Row(_1=23, _2=1)",-5580279
"Row(_1=23, _2=2)",-2252594
"Row(_1=23, _2=3)",1400039
"Row(_1=23, _2=4)",10661960
"Row(_1=23, _2=5)",844177
"Row(_1=23, _2=6)",4500531
"Row(_1=23, _2=7)",-1500946
"Row(_1=23, _2=8)",-841439
"Row(_1=23, _2=9)",-15793918
"Row(_1=23, _2=10)",1938369
"Row(_1=23, _2=11)",200890
"Row(_1=23, _2=12)",-65872
"Row(_1=23, _2=13)",-517547
"Row(_1=23, _2=14)",1465493
"Row(_1=23, _2=15)",5485491
"Row(_1=23, _2=16)",3419871
"Row(_1=23, _2=17)",190827
"Row(_1=23, _2=18)",1594528
"Row(_1=23, _2=19)",2469156
"Row(_1=23, _2=20)",-12914819
"Row(_1=23, _2=21)",-1246341
"Row(_1=23, _2=22)",-4455219
"Row(_1=23, _2=23)",-5326439
"Row(_1=23, _2=24)",-2729408
"Row(_1=23, _2=25)",8687724
"Row(_1=23, _2=26)",-5773438
"Row(_1=23, _2=27)",-7947224
"Row(_1=23, _2=28)",17083035
"Row(_1=23, _2=29)",4185177
"Row(_1=23, _2=30)",4737885
"Row(_1=23, _2=31)",-10813398
"Row(_1=23, _2=32)",-4648805
"Row(_1=23, _2=33)",4737318
"Row(_1=23, _2=34)",2618362
"Row(_1=23, _2=35)",-2859913
"Row(_1=23, _2=36)",7770915
"Row(_1=23, _2=37)",5460131
"Row(_1=23, _2=38)",-6816132
"Row(_1=23, _2=39)",-1387077
"Row(_1=23, _2=40)",5615802
"Row(_1=23, _2=41)",-4416730
"Row(_1=23, _2=42)",2245725
"Row(_1=23, _2=43)",-6250427
"Row(_1=23, _2=44)",213241
"Row(_1=23, _2=45)",-349453
"Row(_1=23, _2=46)",-839280
"Row(_1=23, _2=47)",-4874001
"Row(_1=23, _2=48)",4160340
"Row(_1=23, _2=49)",-4439579
"Row(_1=23, _2=50)",-1998999
"Row(_1=23, _2=51)",5375856
"Row(_1=23, _2=52)",-482657
"Row(_1=23, _2=53)",860153
"Row(_1=23, _2=54)",-10544111
"Row(_1=23, _2=55)",-5488183
"Row(_1=23, _2=56)",2099776
"Row(_1=23, _2=57)",-1263936
"Row(_1=23, _2=58)",4163879
"Row(_1=23, _2=59)",4195590
"Row(_1=23, _2=60)",1517089
"Row(_1=23, _2=61)",-2016817
"Row(_1=23, _2=62)",4879434
"Row(_1=23, _2=63)",1324147
"Row(_1=23, _2=64)",1575038
"Row(_1=23, _2=65)",-3842561
"Row(_1=23, _2=66)",8203591
"Row(_1=23, _2=67)",2259567
"Row(_1=23, _2=68)",-5214598
"Row(_1=23, _2=69)",-790870
"Row(_1=23, _2=70)",856512
"Row(_1=23, _2=71)",205348
"Row(_1=23, _2=72)",-8497527
"Row(_1=23, _2=73)",-2369160
"Row(_1=23, _2=74)",-2718908
"Row(_1=23, _2=75)",-2975848
"Row(_1=23, _2=76)",2216750
"Row(_1=23, _2=77)",5127142
"Row(_1=23, _2=78)",1870564
"Row(_1=23, _2=79)",7644115
"Row(_1=23, _2=80)",-3661017
"Row(_1=23, _2=81)",972439
"Row(_1=23, _2=82)",-662724
"Row(_1=23, _2=83)",-7203024
"Row(_1=23, _2=84)",7355181
"Row(_1=23, _2=85)",-2374756
"Row(_1=23, _2=86)",-1927597
"Row(_1=23, _2=87)",-2652554
"Row(_1=23, _2=88)",2889506
"Row(_1=23, _2=89)",3733785
"Row(_1=23, _2=90)",-295394
"Row(_1=23, _2=91)",-513278
"Row(_1=23, _2=92)",2534516
"Row(_1=23, _2=93)",2273978
"Row(_1=23, _2=94)",7149518
"Row(_1=23, _2=95)",141322
"Row(_1=23, _2=96)",478407
"Row(_1=23, _2=97)",3904587
"Row(_1=23, _2=98)",451105
"Row(_1=23, _2=99)",-9298
"Row(_1=23, _2=100)",9739462
"Row(_1=23, _2=101)",-933561
"Row(_1=23, _2=102)",-1404534
"Row(_1=23, _2=103)",7729230
"Row(_1=23, _2=104)",7355001
"Row(_1=23, _2=105)",-631561
"Row(_1=23, _2=106)",-4657541
"Row(_1=23, _2=107)",-4992780
"Row(_1=23, _2=108)",1786470
"Row(_1=23, _2=109)",12308398
"Row(_1=23, _2=110)",6941251
"Row(_1=23, _2=111)",6636450
"Row(_1=23, _2=112)",-3404149
"Row(_1=23, _2=113)",-1343593
"Row(_1=23, _2=114)",1586394
"Row(_1=23, _2=115)",-3960419
"Row(_1=23, _2=116)",12052930
"Row(_1=23, _2=117)",-3482191
"Row(_1=23, _2=118)",-6029056
"Row(_1=23, _2=119)",-2042645
"Row(_1=23, _2=120)",-129945
"Row(_1=23, _2=121)",-587403
"Row(_1=23, _2=122)",-1162265
"Row(_1=23, _2=123)",3434627
"Row(_1=23, _2=124)",-458646
"Row(_1=23, _2=125)",8513169
"Row(_1=23, _2=126)",8221140
"Row(_1=23, _2=127)",-204885
"Row(_1=24, _2=0)",-2768698
"Row(_1=24, _2=1)",5696908
"Row(_1=24, _2=2)",-2048181
"Row(_1=24, _2=3)",6728494
"Row(_1=24, _2=4)",-1167029
"Row(_1=24, _2=5)",-3458998
"Row(_1=24, _2=6)",-8094666
"Row(_1=24, _2=7)",3463058
"Row(_1=24, _2=8)",-3534072
"Row(_1=24, _2=9)",805983
"Row(_1=24, _2=10)",-6134499
"Row(_1=24, _2=11)",3132107
"Row(_1=24, _2=12)",1067612
"Row(_1=24, _2=13)",-6810895
"Row(_1=24, _2=14)",3735045
"Row(_1=24, _2=15)",8382160
"Row(_1=24, _2=16)",-2939207
"Row(_1=24, _2=17)",-1757896
"Row(_1=24, _2=18)",-4215103
"Row(_1=24, _2=19)",-5898667
"Row(_1=24, _2=20)",-822462
"Row(_1=24, _2=21)",6364775
"Row(_1=24, _2=22)",-5879451
"Row(_1=24, _2=23)",4203730
"Row(_1=24, _2=24)",-3493311
"Row(_1=24, _2=25)",-1166702
"Row(_1=24, _2=26)",10272695
"Row(_1=24, _2=27)",1407719
"Row(_1=24, _2=28)",-4663355
"Row(_1=24, _2=29)",6190069
"Row(_1=24, _2=30)",7202959
"Row(_1=24, _2=31)",12568575
"Row(_1=24, _2=32)",86255
"Row(_1=24, _2=33)",-2993522
"Row(_1=24, _2=34)",-8338870
"Row(_1=24, _2=35)",886023
"Row(_1=24, _2=36)",-1817260
"Row(_1=24, _2=37)",-2310006
"Row(_1=24, _2=38)",5340926
"Row(_1=24, _2=39)",1982220
"Row(_1=24, _2=40)",-70137
"Row(_1=24, _2=41)",-3924189
"Row(_1=24, _2=42)",-3340972
"Row(_1=24, _2=43)",4237116
"Row(_1=24, _2=44)",-4948718
"Row(_1=24, _2=45)",1316764
"Row(_1=24, _2=46)",5866327
"Row(_1=24, _2=47)",-4965186
"Row(_1=24, _2=48)",6746916
"Row(_1=24, _2=49)",286874
"Row(_1=24, _2=50)",-7149559
"Row(_1=24, _2=51)",-1066417
"Row(_1=24, _2=52)",-4457858
"Row(_1=24, _2=53)",2725318
"Row(_1=24, _2=54)",2985870
"Row(_1=24, _2=55)",-2729855
"Row(_1=24, _2=56)",5201201
"Row(_1=24, _2=57)",2796565
"Row(_1=24, _2=58)",-4901494
"Row(_1=24, _2=59)",6515905
"Row(_1=24, _2=60)",6107248
"Row(_1=24, _2=61)",6526333
"Row(_1=24, _2=62)",-6536398
"Row(_1=24, _2=63)",3416433
"Row(_1=24, _2=64)",102631
"Row(_1=24, _2=65)",2096298
"Row(_1=24, _2=66)",2473878
"Row(_1=24, _2=67)",6152730
"Row(_1=24, _2=68)",-4534059
"Row(_1=24, _2=69)",-3482916
"Row(_1=24, _2=70)",-2677816
"Row(_1=24, _2=71)",2858999
"Row(_1=24, _2=72)",-807899
"Row(_1=24, _2=73)",3734992
"Row(_1=24, _2=74)",-3463455
"Row(_1=24, _2=75)",7724882
"Row(_1=24, _2=76)",-9635484
"Row(_1=24, _2=77)",-1418938
"Row(_1=24, _2=78)",1344160
"Row(_1=24, _2=79)",1792701
"Row(_1=24, _2=80)",4597328
"Row(_1=24, _2=81)",1257154
"Row(_1=24, _2=82)",463729
"Row(_1=24, _2=83)",6323208
"Row(_1=24, _2=84)",-2087761
"Row(_1=24, _2=85)",-5978235
"Row(_1=24, _2=86)",210025
"Row(_1=24, _2=87)",-3981460
"Row(_1=24, _2=88)",-2754507
"Row(_1=24, _2=89)",-3362826
"Row(_1=24, _2=90)",200665
"Row(_1=24, _2=91)",1200685
"Row(_1=24, _2=92)",8064150
"Row(_1=24, _2=93)",-4206918
"Row(_1=24, _2=94)",-3653825
"Row(_1=24, _2=95)",-3273874
"Row(_1=24, _2=96)",1729430
"Row(_1=24, _2=97)",-5129655
"Row(_1=24, _2=98)",-3714083
"Row(_1=24, _2=99)",-7774153
"Row(_1=24, _2=100)",-4508666
"Row(_1=24, _2=101)",12545584
"Row(_1=24, _2=102)",-335866
"Row(_1=24, _2=103)",4406625
"Row(_1=24, _2=104)",-2409413
"Row(_1=24, _2=105)",3266911
"Row(_1=24, _2=106)",-4266871
"Row(_1=24, _2=107)",1364480
"Row(_1=24, _2=108)",7789989
"Row(_1=24, _2=109)",-1023542
"Row(_1=24, _2=110)",2929999
"Row(_1=24, _2=111)",-6366316
"Row(_1=24, _2=112)",-1612514
"Row(_1=24, _2=113)",-3604890
"Row(_1=24, _2=114)",5953659
"Row(_1=24, _2=115)",3659545
"Row(_1=24, _2=116)",3512997
"Row(_1=24, _2=117)",10118543
"Row(_1=24, _2=118)",5881973
"Row(_1=24, _2=119)",-2493503
"Row(_1=24, _2=120)",4021691
"Row(_1=24, _2=121)",1185330
"Row(_1=24, _2=122)",-2737920
"Row(_1=24, _2=123)",12199239
"Row(_1=24, _2=124)",2852081
"Row(_1=24, _2=125)",-3049463
"Row(_1=24, _2=126)",-6058135
"Row(_1=24, _2=127)",-3614955
"Row(_1=25, _2=0)",7742938
"Row(_1=25, _2=1)",-2429860
"Row(_1=25, _2=2)",2249085
"Row(_1=25, _2=3)",1845953
"Row(_1=25, _2=4)",-1661304
"Row(_1=25, _2=5)",-1762628
"Row(_1=25, _2=6)",-2092536
"Row(_1=25, _2=7)",-3315094
"Row(_1=25, _2=8)",-2139033
"Row(_1=25, _2=9)",-5827638
"Row(_1=25, _2=10)",-1632366
"Row(_1=25, _2=11)",-5983796
"Row(_1=25, _2=12)",-77564
"Row(_1=25, _2=13)",-860468
"Row(_1=25, _2=14)",-5576986
"Row(_1=25, _2=15)",7796253
"Row(_1=25, _2=16)",-2423135
"Row(_1=25, _2=17)",-6131115
"Row(_1=25, _2=18)",-731477
"Row(_1=25, _2=19)",1618258
"Row(_1=25, _2=20)",-2753601
"Row(_1=25, _2=21)",-2489910
"Row(_1=25, _2=22)",11747496
"Row(_1=25, _2=23)",-8563763
"Row(_1=25, _2=24)",2893884
"Row(_1=25, _2=25)",32043
"Row(_1=25, _2=26)",5231206
"Row(_1=25, _2=27)",3522130
"Row(_1=25, _2=28)",3634153
"Row(_1=25, _2=29)",-159771
"Row(_1=25, _2=30)",2379643
"Row(_1=25, _2=31)",3746610
"Row(_1=25, _2=32)",7089364
"Row(_1=25, _2=33)",2483385
"Row(_1=25, _2=34)",-3131347
"Row(_1=25, _2=35)",-2859405
"Row(_1=25, _2=36)",-8627289
"Row(_1=25, _2=37)",14637906
"Row(_1=25, _2=38)",-1881959
"Row(_1=25, _2=39)",-5708939
"Row(_1=25, _2=40)",-2608117
"Row(_1=25, _2=41)",-4252731
"Row(_1=25, _2=42)",-3509138
"Row(_1=25, _2=43)",-2007400
"Row(_1=25, _2=44)",5742771
"Row(_1=25, _2=45)",-1460048
"Row(_1=25, _2=46)",3811286
"Row(_1=25, _2=47)",14939905
"Row(_1=25, _2=48)",2653103
"Row(_1=25, _2=49)",646391
"Row(_1=25, _2=50)",-54090
"Row(_1=25, _2=51)",2427791
"Row(_1=25, _2=52)",-754820
"Row(_1=25, _2=53)",1163877
"Row(_1=25, _2=54)",-334348
"Row(_1=25, _2=55)",-5343674
"Row(_1=25, _2=56)",2755776
"Row(_1=25, _2=57)",-3001402
"Row(_1=25, _2=58)",1042863
"Row(_1=25, _2=59)",-13710346
"Row(_1=25, _2=60)",3054885
"Row(_1=25, _2=61)",-8181258
"Row(_1=25, _2=62)",8985257
"Row(_1=25, _2=63)",-1962535
"Row(_1=25, _2=64)",3360920
"Row(_1=25, _2=65)",-4694580
"Row(_1=25, _2=66)",-2128420
"Row(_1=25, _2=67)",2203737
"Row(_1=25, _2=68)",13240510
"Row(_1=25, _2=69)",13002358
"Row(_1=25, _2=70)",1345469
"Row(_1=25, _2=71)",-8373327
"Row(_1=25, _2=72)",7535809
"Row(_1=25, _2=73)",773921
"Row(_1=25, _2=74)",-13697955
"Row(_1=25, _2=75)",-2918414
"Row(_1=25, _2=76)",-3005960
"Row(_1=25, _2=77)",5052290
"Row(_1=25, _2=78)",-2574351
"Row(_1=25, _2=79)",1851952
"Row(_1=25, _2=80)",3466604
"Row(_1=25, _2=81)",1594576
"Row(_1=25, _2=82)",-2467956
"Row(_1=25, _2=83)",4561275
"Row(_1=25, _2=84)",4206019
"Row(_1=25, _2=85)",-2339215
"Row(_1=25, _2=86)",-9639123
"Row(_1=25, _2=87)",-5848994
"Row(_1=25, _2=88)",2692545
"Row(_1=25, _2=89)",-4000244
"Row(_1=25, _2=90)",-1903324
"Row(_1=25, _2=91)",-321132
"Row(_1=25, _2=92)",-4838543
"Row(_1=25, _2=93)",-2697356
"Row(_1=25, _2=94)",5820217
"Row(_1=25, _2=95)",-2580316
"Row(_1=25, _2=96)",-2626109
"Row(_1=25, _2=97)",-6689851
"Row(_1=25, _2=98)",761961
"Row(_1=25, _2=99)",4837415
"Row(_1=25, _2=100)",4214896
"Row(_1=25, _2=101)",2021251
"Row(_1=25, _2=102)",4008540
"Row(_1=25, _2=103)",6937284
"Row(_1=25, _2=104)",1272976
"Row(_1=25, _2=105)",-9388109
"Row(_1=25, _2=106)",4113071
"Row(_1=25, _2=107)",-11537112
"Row(_1=25, _2=108)",-4951552
"Row(_1=25, _2=109)",4803931
"Row(_1=25, _2=110)",6266875
"Row(_1=25, _2=111)",-1922179
"Row(_1=25, _2=112)",3641244
"Row(_1=25, _2=113)",882065
"Row(_1=25, _2=114)",-98818
"Row(_1=25, _2=115)",-6188217
"Row(_1=25, _2=116)",740098
"Row(_1=25, _2=117)",14575357
"Row(_1=25, _2=118)",-2144648
"Row(_1=25, _2=119)",5374060
"Row(_1=25, _2=120)",6976154
"Row(_1=25, _2=121)",11913604
"Row(_1=25, _2=122)",620516
"Row(_1=25, _2=123)",9719515
"Row(_1=25, _2=124)",-2254446
"Row(_1=25, _2=125)",-1227676
"Row(_1=25, _2=126)",4518725
"Row(_1=25, _2=127)",-8585519
"Row(_1=26, _2=0)",341107
"Row(_1=26, _2=1)",-3075661
"Row(_1=26, _2=2)",-3441594
"Row(_1=26, _2=3)",-2137906
"Row(_1=26, _2=4)",-1517115
"Row(_1=26, _2=5)",-3312655
"Row(_1=26, _2=6)",3079029
"Row(_1=26, _2=7)",5777644
"Row(_1=26, _2=8)",5107462
"Row(_1=26, _2=9)",6163601
"Row(_1=26, _2=10)",2848647
"Row(_1=26, _2=11)",2270082
"Row(_1=26, _2=12)",-10751204
"Row(_1=26, _2=13)",-6434289
"Row(_1=26, _2=14)",-820809
"Row(_1=26, _2=15)",2022652
"Row(_1=26, _2=16)",-188642
"Row(_1=26, _2=17)",-1368283
"Row(_1=26, _2=18)",791068
"Row(_1=26, _2=19)",274744
"Row(_1=26, _2=20)",6687147
"Row(_1=26, _2=21)",584836
"Row(_1=26, _2=22)",-1208562
"Row(_1=26, _2=23)",320269
"Row(_1=26, _2=24)",-1484365
"Row(_1=26, _2=25)",-4506248
"Row(_1=26, _2=26)",334611
"Row(_1=26, _2=27)",-5020014
"Row(_1=26, _2=28)",-1980016
"Row(_1=26, _2=29)",4666359
"Row(_1=26, _2=30)",-4415676
"Row(_1=26, _2=31)",2870400
"Row(_1=26, _2=32)",-1624894
"Row(_1=26, _2=33)",8333238
"Row(_1=26, _2=34)",-5907454
"Row(_1=26, _2=35)",-2003802
"Row(_1=26, _2=36)",-2909659
"Row(_1=26, _2=37)",-4874293
"Row(_1=26, _2=38)",-10056269
"Row(_1=26, _2=39)",5963312
"Row(_1=26, _2=40)",254893
"Row(_1=26, _2=41)",-7754979
"Row(_1=26, _2=42)",-5984299
"Row(_1=26, _2=43)",-5216829
"Row(_1=26, _2=44)",7726137
"Row(_1=26, _2=45)",-11302662
"Row(_1=26, _2=46)",-4916348
"Row(_1=26, _2=47)",2794627
"Row(_1=26, _2=48)",2463217
"Row(_1=26, _2=49)",-583897
"Row(_1=26, _2=50)",-575394
"Row(_1=26, _2=51)",-3256966
"Row(_1=26, _2=52)",3257515
"Row(_1=26, _2=53)",-9890849
"Row(_1=26, _2=54)",-4577381
"Row(_1=26, _2=55)",493711
"Row(_1=26, _2=56)",7559653
"Row(_1=26, _2=57)",-2170337
"Row(_1=26, _2=58)",-9519958
"Row(_1=26, _2=59)",1533648
"Row(_1=26, _2=60)",1727982
"Row(_1=26, _2=61)",-3987648
"Row(_1=26, _2=62)",-2376818
"Row(_1=26, _2=63)",-3825847
"Row(_1=26, _2=64)",-1335121
"Row(_1=26, _2=65)",2216474
"Row(_1=26, _2=66)",-4238126
"Row(_1=26, _2=67)",7889915
"Row(_1=26, _2=68)",2166891
"Row(_1=26, _2=69)",2449795
"Row(_1=26, _2=70)",-3722426
"Row(_1=26, _2=71)",-2777547
"Row(_1=26, _2=72)",7740975
"Row(_1=26, _2=73)",938079
"Row(_1=26, _2=74)",-1688759
"Row(_1=26, _2=75)",2629258
"Row(_1=26, _2=76)",-4414332
"Row(_1=26, _2=77)",-4423267
"Row(_1=26, _2=78)",-10512172
"Row(_1=26, _2=79)",-7583200
"Row(_1=26, _2=80)",-4136966
"Row(_1=26, _2=81)",4433769
"Row(_1=26, _2=82)",-2494327
"Row(_1=26, _2=83)",-3992023
"Row(_1=26, _2=84)",-3595440
"Row(_1=26, _2=85)",-6382131
"Row(_1=26, _2=86)",9720653
"Row(_1=26, _2=87)",-7316812
"Row(_1=26, _2=88)",-10590856
"Row(_1=26, _2=89)",-359490
"Row(_1=26, _2=90)",-2404120
"Row(_1=26, _2=91)",-9632284
"Row(_1=26, _2=92)",2950667
"Row(_1=26, _2=93)",-2583414
"Row(_1=26, _2=94)",-227177
"Row(_1=26, _2=95)",-3125910
"Row(_1=26, _2=96)",-1842003
"Row(_1=26, _2=97)",6916353
"Row(_1=26, _2=98)",2981860
"Row(_1=26, _2=99)",5916090
"Row(_1=26, _2=100)",-435873
"Row(_1=26, _2=101)",9925692
"Row(_1=26, _2=102)",-1344954
"Row(_1=26, _2=103)",-9086157
"Row(_1=26, _2=104)",7880710
"Row(_1=26, _2=105)",1156371
"Row(_1=26, _2=106)",-853864
"Row(_1=26, _2=107)",-1365346
"Row(_1=26, _2=108)",-7638099
"Row(_1=26, _2=109)",531784
"Row(_1=26, _2=110)",6564298
"Row(_1=26, _2=111)",-13374386
"Row(_1=26, _2=112)",-3172859
"Row(_1=26, _2=113)",9905765
"Row(_1=26, _2=114)",-3965523
"Row(_1=26, _2=115)",5919655
"Row(_1=26, _2=116)",-3079630
"Row(_1=26, _2=117)",-541992
"Row(_1=26, _2=118)",1727039
"Row(_1=26, _2=119)",-2568399
"Row(_1=26, _2=120)",-5937587
"Row(_1=26, _2=121)",5600468
"Row(_1=26, _2=122)",4975344
